"new_file_name","blur","File_name_order","Mange_signs_present","In_color","Season","Year","Site","propbodyvis","propbodyvismange","severity","confidence","surveyid","site","date"
"VID2350-00003.jpg",277.321102841719,NA,NA,NA,"Summer",2013,"BBS",NA,NA,NA,"","J01-BBS1-SU13","J01-BBS1","2013-07-22"
"VID2350-00004.jpg",281.920966199196,NA,NA,NA,"Summer",2013,"BBS",NA,NA,NA,"","J01-BBS1-SU13","J01-BBS1","2013-07-22"
"VID2355-00011.jpg",264.899385946436,NA,NA,NA,"Summer",2013,"CAN",NA,NA,NA,"","D10-CAN1-SU13","D10-CAN1","2013-07-02"
"VID2355-00022.jpg",271.211099309097,NA,NA,NA,"Summer",2013,"CAN",NA,NA,NA,"","D10-CAN1-SU13","D10-CAN1","2013-07-06"
"VID2355-00023.jpg",266.218201231467,NA,NA,NA,"Summer",2013,"CAN",NA,NA,NA,"","D10-CAN1-SU13","D10-CAN1","2013-07-06"
"VID2355-00024.jpg",273.325729967443,NA,NA,NA,"Summer",2013,"CAN",NA,NA,NA,"","D10-CAN1-SU13","D10-CAN1","2013-07-06"
"VID2355-00026.jpg",272.215563806605,NA,NA,NA,"Summer",2013,"CAN",NA,NA,NA,"","D10-CAN1-SU13","D10-CAN1","2013-07-07"
"VID2355-00030.jpg",275.824601302805,NA,NA,NA,"Summer",2013,"CAN",NA,NA,NA,"","D10-CAN1-SU13","D10-CAN1","2013-07-10"
"VID2355-00034.jpg",273.788615342305,NA,NA,NA,"Summer",2013,"CAN",NA,NA,NA,"","D10-CAN1-SU13","D10-CAN1","2013-07-11"
"VID2355-00040.jpg",265.620338914038,NA,NA,NA,"Summer",2013,"CAN",NA,NA,NA,"","D10-CAN1-SU13","D10-CAN1","2013-07-14"
"VID2356-00006.jpg",278.117564775284,NA,NA,NA,"Summer",2013,"CAN",NA,NA,NA,"","D10-CAN1-SU13","D10-CAN1","2013-07-17"
"VID2362-00008.jpg",1677.1622835832,NA,NA,NA,"Summer",2013,"VHC",NA,NA,NA,"","D10-VHC1-SU13","D10-VHC1","2013-07-29"
"VID2379-00121.jpg",267.655330900507,NA,NA,NA,"Summer",2013,"DAW",NA,NA,NA,"","D08-DAW1-SU13","D08-DAW1","2013-07-08"
"VID2379-00156.jpg",271.226709253268,NA,NA,NA,"Summer",2013,"DAW",NA,NA,NA,"","D08-DAW1-SU13","D08-DAW1","2013-07-11"
