path,blur
//Volumes/MASON_USB/new_images/R06-OTB1-FA13 (25).JPG,209.33892667036795
//Volumes/MASON_USB/new_images/R06-OTB1-FA13 (262).JPG,244.23713932421535
//Volumes/MASON_USB/new_images/R06-OTB1-FA13 (27).JPG,249.0974907144685
//Volumes/MASON_USB/new_images/R06-OTB1-FA13 (29).JPG,244.62428824335854
//Volumes/MASON_USB/new_images/R06-OTB1-FA13 (293).JPG,282.1189111782498
//Volumes/MASON_USB/new_images/R06-OTB1-FA13 (30).JPG,246.30328091269413
//Volumes/MASON_USB/new_images/R06-OTB1-FA13 (43).JPG,253.97958193461477
//Volumes/MASON_USB/new_images/R06-OTB1-FA13 (44).JPG,251.9791273702005
//Volumes/MASON_USB/new_images/R06-OTB1-FA13 (96).JPG,254.3805181199052
//Volumes/MASON_USB/new_images/R06-OTB1-WI14 (2000).JPG,847.7476974519508
//Volumes/MASON_USB/new_images/R06-OTB1-WI14 (2001).JPG,834.4549586099157
//Volumes/MASON_USB/new_images/R06-OTB1-WI14 (2222).JPG,283.6120368844088
//Volumes/MASON_USB/new_images/R06-OTB1-WI14 (2223).JPG,287.8842872213131
//Volumes/MASON_USB/new_images/R06-OTB1-WI14 (2224).JPG,772.0893564853484
//Volumes/MASON_USB/new_images/R06-OTB1-WI14 (2227).JPG,788.1097712897589
//Volumes/MASON_USB/new_images/R06-OTB1-WI14 (44).JPG,800.1872537697991
//Volumes/MASON_USB/new_images/R06-OTB1-WI14 (46).JPG,833.0962861160967
//Volumes/MASON_USB/new_images/R06-OTB1-WI14 (47).JPG,831.4513299450058
//Volumes/MASON_USB/new_images/R06-OTB1-WI14 (48).JPG,824.7334056136331
//Volumes/MASON_USB/new_images/R06-OTB1-WI14 (49).JPG,814.8464881131068
//Volumes/MASON_USB/new_images/R06-OTB1-WI14 (50).JPG,816.9515777368646
//Volumes/MASON_USB/new_images/R06-OTB1-WI14 (51).JPG,818.6590808776192
//Volumes/MASON_USB/new_images/R06-OTB1-WI14 (52).JPG,820.2300972231237
//Volumes/MASON_USB/new_images/R06-OTB1-WI14 (56).JPG,819.3514017780599
//Volumes/MASON_USB/new_images/R06-OTB1-WI14 (57).JPG,825.5710889413365
//Volumes/MASON_USB/new_images/R06-OTB1-WI14 (59).JPG,823.5879300354256
//Volumes/MASON_USB/new_images/R06-OTB1-WI14 (79).JPG,837.3580259340089
//Volumes/MASON_USB/new_images/R06-OTB1-WI14 (80).JPG,840.6496566808642
//Volumes/MASON_USB/new_images/R06-OTB1-WI14 (81).JPG,835.826686374455
//Volumes/MASON_USB/new_images/R06-OTB1-WI14 (84).JPG,824.1740858224852
//Volumes/MASON_USB/new_images/R06-SLT2-FA13 (112).JPG,1260.2000887247002
//Volumes/MASON_USB/new_images/R06-SLT2-WI14 (14).JPG,259.41222468560795
//Volumes/MASON_USB/new_images/R06-SLT2-WI14 (15).JPG,254.3308596708153
//Volumes/MASON_USB/new_images/R06-SLT2-WI14 (16).JPG,251.72655645297235
//Volumes/MASON_USB/new_images/R06-SLT2-WI14 (18).JPG,253.21560221345376
//Volumes/MASON_USB/new_images/R06-SLT2-WI14 (30).JPG,366.9723796311414
//Volumes/MASON_USB/new_images/R06-SLT2-WI14 (31).JPG,376.24277179006737
//Volumes/MASON_USB/new_images/R06-SLT2-WI14 (32).JPG,264.4941305021244
//Volumes/MASON_USB/new_images/R06-SLT2-WI14 (36).JPG,266.773518432593
//Volumes/MASON_USB/new_images/R06-SLT2-WI14 (37).JPG,267.3138644200152
//Volumes/MASON_USB/new_images/R06-SLT2-WI14 (38).JPG,270.81285050493904
//Volumes/MASON_USB/new_images/R06-SLT2-WI14 (39).JPG,270.4401780268758
//Volumes/MASON_USB/new_images/R06-SLT2-WI14 (40).JPG,266.3446869887204
//Volumes/MASON_USB/new_images/R07-FSP1-FA13 (66).JPG,284.91549740499795
//Volumes/MASON_USB/new_images/R07-FSP1-FA13 (67).JPG,276.87389645356023
//Volumes/MASON_USB/new_images/R07-FSP1-FA13 (68).JPG,285.7195013139324
//Volumes/MASON_USB/new_images/R07-FSP1-FA13 (69).JPG,278.1907162091133
//Volumes/MASON_USB/new_images/R07-FSP1-FA13 (70).JPG,274.79606905479915
//Volumes/MASON_USB/new_images/R07-GOF1-FA13 (134).JPG,772.2869490848168
//Volumes/MASON_USB/new_images/R07-GOF1-FA13 (23).JPG,823.9851183412761
//Volumes/MASON_USB/new_images/R07-GOF1-WI14 (47).JPG,241.87166512652124
//Volumes/MASON_USB/new_images/R07-GOF1-WI14 (51).JPG,253.52960240131932
//Volumes/MASON_USB/new_images/R07-GOF1-WI14 (52).JPG,258.4211172262645
//Volumes/MASON_USB/new_images/R07-GOF1-WI14 (53).JPG,253.99159291271337
//Volumes/MASON_USB/new_images/R07-GOF1-WI14 (54).JPG,260.67976036479365
//Volumes/MASON_USB/new_images/R07-GOF1-WI14 (55).JPG,260.8728769651397
//Volumes/MASON_USB/new_images/R07-GOF1-WI14 (56).JPG,266.50421151791187
//Volumes/MASON_USB/new_images/R07-GOF1-WI14 (57).JPG,266.033663251394
//Volumes/MASON_USB/new_images/R07-GOF1-WI14 (60).JPG,259.52780457876537
//Volumes/MASON_USB/new_images/R07-MMP1-FA13 (93).JPG,253.08917769846036
//Volumes/MASON_USB/new_images/R07-MMP1-FA13 (94).JPG,259.1098219075762
//Volumes/MASON_USB/new_images/R07-MMP1-FA13 (95).JPG,262.2112254067777
//Volumes/MASON_USB/new_images/R07-MMP1-WI14 (11).JPG,295.62557029947493
//Volumes/MASON_USB/new_images/R07-MMP1-WI14 (28).JPG,310.1493744601545
//Volumes/MASON_USB/new_images/R07-YHR1-FA13 (132).JPG,1627.252354635528
//Volumes/MASON_USB/new_images/R07-YHR1-FA13 (187).JPG,807.9916030314821
//Volumes/MASON_USB/new_images/R07-YHR1-FA13 (28).JPG,833.6688093992097
//Volumes/MASON_USB/new_images/R07-YHR1-FA13 (29).JPG,584.0886018824983
//Volumes/MASON_USB/new_images/R07-YHR1-FA13 (30).JPG,605.9301622940261
//Volumes/MASON_USB/new_images/R08-DAP1-FA13 (28).JPG,278.19990241387075
//Volumes/MASON_USB/new_images/R08-DAP1-WI14 (13).JPG,203.22522025193206
//Volumes/MASON_USB/new_images/R08-DAP1-WI14 (37).JPG,227.00220644983207
//Volumes/MASON_USB/new_images/R08-PAP1-WI14 (11).JPG,820.7298494255596
//Volumes/MASON_USB/new_images/R08-PAP1-WI14 (12).JPG,817.1523836673103
//Volumes/MASON_USB/new_images/R08-PAP1-WI14 (13).JPG,818.2242132235776
//Volumes/MASON_USB/new_images/R08-PAP1-WI14 (15).JPG,775.7124940988346
//Volumes/MASON_USB/new_images/R08-PAP1-WI14 (31).JPG,777.2639015244764
//Volumes/MASON_USB/new_images/R08-PAP1-WI14 (32).JPG,763.3390964707576
//Volumes/MASON_USB/new_images/R08-PAP1-WI14 (33).JPG,759.6527295999313
//Volumes/MASON_USB/new_images/R08-PAP1-WI14 (35).JPG,764.9757159151858
//Volumes/MASON_USB/new_images/R08-PAP1-WI14 (37).JPG,796.9686030615248
//Volumes/MASON_USB/new_images/R08-PAP1-WI14 (39).JPG,778.912815695229
//Volumes/MASON_USB/new_images/R08-PAP1-WI14 (46).JPG,777.2561020617875
//Volumes/MASON_USB/new_images/R08-PAP1-WI14 (47).JPG,763.0887372541163
//Volumes/MASON_USB/new_images/R08-PAP1-WI14 (48).JPG,752.2150601267037
//Volumes/MASON_USB/new_images/R08-PAP1-WI14 (7).JPG,827.3078292919988
//Volumes/MASON_USB/new_images/R08-PAP1-WI14 (8).JPG,829.7340858435851
//Volumes/MASON_USB/new_images/R08-VLG1-FA13 (34).JPG,244.17181475922416
//Volumes/MASON_USB/new_images/R08-VLG1-FA13 (5).JPG,244.53444635367066
//Volumes/MASON_USB/new_images/R08-VLG1-FA13 (7).JPG,241.11283006953158
//Volumes/MASON_USB/new_images/R08-WBK1-FA13 (112).JPG,244.71792296114805
//Volumes/MASON_USB/new_images/R08-WBK1-FA13 (220).JPG,248.14106427151825
//Volumes/MASON_USB/new_images/R08-WBK1-FA13 (24).JPG,261.5778917959889
