"SurveyID","PictureDate","canids","mammals"
"D05-BRP1-SP13",2013-04-14,0,0
"D05-BRP1-SP13",2013-04-15,0,0
"D05-BRP1-SP13",2013-04-16,0,0
"D05-BRP1-SP13",2013-04-17,0,0
"D05-BRP1-SP13",2013-04-18,0,0
"D05-BRP1-SP13",2013-04-19,0,0
"D05-BRP1-SP13",2013-04-20,1,1
"D05-BRP1-SP13",2013-04-21,0,1
"D05-BRP1-SP13",2013-04-22,0,0
"D05-BRP1-SP13",2013-04-23,0,0
"D05-BRP1-SP13",2013-04-24,0,0
"D05-BRP1-SP13",2013-04-25,0,0
"D05-BRP1-SP13",2013-04-26,0,0
"D05-BRP1-SP13",2013-04-27,0,0
"D05-BRP1-SP13",2013-04-28,0,0
"D05-BRP1-SP13",2013-04-29,0,0
"D05-BRP1-SP13",2013-04-30,0,0
"D05-BRP1-SP13",2013-05-01,0,0
"D05-BRP1-SP13",2013-05-02,0,0
"D05-BRP1-SP13",2013-05-03,0,0
"D05-BRP1-SP13",2013-05-04,0,0
"D05-BRP1-SP13",2013-05-05,0,0
"D05-BRP1-SP13",2013-05-06,0,0
"D05-BRP1-SP13",2013-05-07,0,0
"D05-BRP1-SP13",2013-05-08,0,0
"D05-BRP1-SU11",2011-07-01,0,0
"D05-BRP1-SU11",2011-07-04,0,0
"D05-BRP1-SU11",2011-07-12,0,0
"D05-BRP1-SU11",2011-07-13,3,9
"D05-BRP1-SU11",2011-07-14,0,1
"D05-BRP1-SU11",2011-07-15,0,0
"D05-BRP1-SU11",2011-07-17,0,0
"D05-BRP1-SU11",2011-07-18,0,0
"D05-BRP1-SU11",2011-07-19,0,0
"D05-BRP1-SU11",2011-07-20,0,0
"D05-BRP1-SU11",2011-07-21,0,0
"D05-BRP1-SU11",2011-07-22,3,3
"D05-BRP1-SU11",2011-07-25,1,1
"D05-BRP1-SU11",2011-07-26,1,1
"D05-BRP1-SU11",2011-07-27,1,4
"D05-BRP1-SU11",2011-07-28,1,1
"D05-BRP1-SU11",2011-07-29,3,3
"D05-BRP1-SU11",2011-07-30,0,0
"D05-BRP1-SU11",2011-07-31,0,0
"D05-BRP1-SU11",2011-08-01,0,0
"D05-BRP1-SU11",2011-08-02,0,1
"D05-BRP1-SU11",2011-08-03,0,2
"D05-BRP1-SU11",2011-08-04,1,1
"D05-BRP1-SU11",2011-08-05,0,0
"D05-BRP1-SU11",2011-08-08,0,0
"D05-BRP1-SU11",2011-08-09,0,0
"D05-BRP1-SU12",2012-07-20,0,0
"D05-BRP1-SU12",2012-07-23,0,0
"D05-BRP1-SU12",2012-07-25,3,3
"D05-BRP1-SU12",2012-07-26,1,1
"D05-BRP1-SU12",2012-07-27,0,0
"D05-BRP1-SU12",2012-07-28,1,1
"D05-BRP1-SU12",2012-07-29,0,0
"D05-BRP1-SU12",2012-07-30,4,4
"D05-BRP1-SU12",2012-07-31,1,1
"D05-BRP1-SU12",2012-08-01,0,0
"D05-BRP1-SU12",2012-08-02,0,0
"D05-BRP1-SU12",2012-08-03,0,0
"D05-BRP1-SU12",2012-08-06,1,1
"D05-BRP1-SU12",2012-08-07,0,0
"D05-BRP1-SU12",2012-08-08,0,0
"D05-BRP1-WI11",2011-01-25,3,3
"D05-BRP1-WI11",2011-01-26,3,3
"D05-BRP1-WI11",2011-01-27,0,0
"D05-BRP1-WI11",2011-01-28,0,0
"D05-BRP1-WI11",2011-01-29,0,0
"D05-BRP1-WI11",2011-01-30,0,0
"D05-BRP1-WI11",2011-01-31,0,0
"D05-BRP1-WI11",2011-02-04,0,0
"D05-BRP1-WI11",2011-02-05,0,0
"D05-BRP1-WI11",2011-02-06,0,0
"D05-BRP1-WI11",2011-02-07,0,0
"D05-BRP1-WI11",2011-02-08,1,1
"D05-BRP1-WI11",2011-02-09,0,1
"D05-BRP1-WI11",2011-02-10,0,0
"D05-BRP1-WI11",2011-02-11,0,0
"D05-BRP1-WI11",2011-02-12,0,1
"D05-BRP1-WI11",2011-02-13,1,1
"D05-BRP1-WI11",2011-02-14,0,0
"D05-BRP1-WI11",2011-02-15,1,1
"D05-BRP1-WI11",2011-02-16,0,0
"D05-BRP1-WI11",2011-02-17,0,0
"D05-BRP1-WI11",2011-02-18,1,1
"D05-BRP1-WI11",2011-02-19,0,0
"D05-BRP1-WI11",2011-02-20,1,1
"D05-BRP1-WI11",2011-02-21,0,0
"D05-BRP1-WI11",2011-02-22,2,2
"D05-BRP1-WI11",2011-02-23,1,1
"D05-BRP1-WI11",2011-02-24,0,0
"D05-BRP1-WI12",2012-01-24,0,0
"D05-BRP1-WI12",2012-01-25,0,1
"D05-BRP1-WI12",2012-02-07,0,0
"D05-BRP1-WI13",2013-01-15,0,0
"D05-BRP1-WI13",2013-01-16,0,0
"D05-BRP1-WI13",2013-01-17,0,1
"D05-BRP1-WI13",2013-01-18,0,2
"D05-BRP1-WI13",2013-01-19,1,1
"D05-BRP1-WI13",2013-01-20,1,1
"D05-BRP1-WI13",2013-01-21,0,0
"D05-BRP1-WI13",2013-01-22,0,0
"D05-BRP1-WI13",2013-01-23,0,0
"D05-BRP1-WI13",2013-01-24,0,0
"D05-BRP1-WI13",2013-01-26,0,1
"D05-BRP1-WI13",2013-01-27,1,1
"D05-BRP1-WI13",2013-01-28,0,0
"D05-BRP1-WI13",2013-01-29,0,0
"D05-BRP1-WI13",2013-01-30,0,0
"D05-BRP1-WI13",2013-01-31,1,1
"D05-BRP1-WI13",2013-02-01,0,0
"D05-BRP1-WI13",2013-02-02,0,0
"D05-BRP1-WI13",2013-02-03,0,0
"D05-BRP1-WI13",2013-02-05,1,1
"D05-BRP1-WI13",2013-02-06,0,0
"D05-BRP1-WI13",2013-02-07,0,0
"D05-BRP1-WI13",2013-02-08,0,0
"D05-BRP1-WI13",2013-02-09,0,0
"D05-BRP1-WI13",2013-02-10,1,1
"D05-MHC1-FA10",2010-10-21,0,4
"D05-MHC1-FA10",2010-10-22,0,2
"D05-MHC1-FA10",2010-10-24,0,2
"D05-MHC1-FA10",2010-10-25,0,2
"D05-MHC1-FA10",2010-10-27,0,0
"D05-MHC1-FA10",2010-10-28,0,0
"D05-MHC1-FA10",2010-10-29,0,3
"D05-MHC1-FA10",2010-10-30,0,1
"D05-MHC1-FA10",2010-10-31,0,6
"D05-MHC1-FA10",2010-11-01,0,3
"D05-MHC1-FA10",2010-11-02,0,2
"D05-MHC1-FA10",2010-11-03,7,11
"D05-MHC1-FA10",2010-11-04,0,1
"D05-MHC1-FA10",2010-11-05,0,7
"D05-MHC1-FA10",2010-11-06,0,5
"D05-MHC1-FA10",2010-11-08,1,8
"D05-MHC1-FA10",2010-11-09,0,12
"D05-MHC1-FA10",2010-11-10,1,4
"D05-MHC1-FA10",2010-11-11,0,9
"D05-MHC1-FA10",2010-11-13,0,2
"D05-MHC1-FA10",2010-11-14,0,7
"D05-MHC1-FA10",2010-11-15,0,2
"D05-MHC1-WI11",2011-01-26,5,9
"D05-MHC1-WI11",2011-01-27,2,8
"D05-MHC1-WI11",2011-01-28,2,5
"D05-MHC1-WI11",2011-01-29,1,11
"D05-MHC1-WI11",2011-01-30,2,2
"D05-MHC1-WI11",2011-01-31,0,3
"D05-MHC1-WI11",2011-02-02,0,19
"D05-MHC1-WI11",2011-02-03,0,2
"D05-MHC1-WI11",2011-02-04,0,1
"D05-MHC1-WI11",2011-02-05,0,1
"D05-MHC1-WI11",2011-02-06,2,2
"D05-MHC1-WI11",2011-02-07,1,1
"D05-MHC1-WI11",2011-02-11,1,3
"D05-MHC1-WI11",2011-02-14,0,7
"D05-MHC1-WI11",2011-02-15,2,2
"D05-MHC1-WI11",2011-02-19,0,1
"D05-MHC1-WI11",2011-02-22,0,2
"D05-MHC1-WI11",2011-02-24,0,0
"D05-MIA1-FA10",2010-10-21,0,4
"D05-MIA1-FA10",2010-10-22,0,4
"D05-MIA1-FA10",2010-10-23,0,0
"D05-MIA1-FA10",2010-10-24,0,2
"D05-MIA1-FA10",2010-10-25,0,3
"D05-MIA1-FA10",2010-10-26,0,5
"D05-MIA1-FA10",2010-10-27,0,1
"D05-MIA1-FA10",2010-10-28,0,6
"D05-MIA1-FA10",2010-10-29,0,2
"D05-MIA1-FA10",2010-10-30,0,2
"D05-MIA1-FA10",2010-10-31,0,3
"D05-MIA1-FA10",2010-11-01,0,3
"D05-MIA1-FA10",2010-11-02,0,0
"D05-MIA1-FA10",2010-11-03,0,3
"D05-MIA1-FA10",2010-11-04,0,1
"D05-MIA1-FA10",2010-11-05,0,6
"D05-MIA1-FA10",2010-11-06,1,11
"D05-MIA1-FA10",2010-11-07,0,3
"D05-MIA1-FA10",2010-11-08,0,15
"D05-MIA1-FA10",2010-11-09,0,10
"D05-MIA1-FA10",2010-11-10,0,1
"D05-MIA1-FA10",2010-11-11,0,2
"D05-MIA1-FA10",2010-11-12,0,6
"D05-MIA1-FA10",2010-11-13,0,11
"D05-MIA1-FA10",2010-11-14,0,5
"D05-MIA1-FA10",2010-11-15,0,6
"D05-MIA1-FA11",2011-10-07,1,8
"D05-MIA1-FA11",2011-10-08,0,13
"D05-MIA1-FA11",2011-10-09,0,9
"D05-MIA1-FA11",2011-10-10,0,4
"D05-MIA1-FA11",2011-10-11,0,7
"D05-MIA1-FA11",2011-10-12,0,13
"D05-MIA1-FA11",2011-10-13,1,12
"D05-MIA1-FA11",2011-10-14,0,15
"D05-MIA1-FA11",2011-10-15,0,6
"D05-MIA1-FA11",2011-10-16,0,11
"D05-MIA1-FA11",2011-10-17,0,93
"D05-MIA1-FA11",2011-10-18,0,5
"D05-MIA1-FA11",2011-10-19,0,6
"D05-MIA1-FA11",2011-10-20,0,12
"D05-MIA1-FA11",2011-10-21,0,13
"D05-MIA1-FA11",2011-10-22,0,5
"D05-MIA1-FA11",2011-10-23,0,9
"D05-MIA1-FA11",2011-10-24,0,8
"D05-MIA1-FA11",2011-10-25,0,7
"D05-MIA1-FA11",2011-10-26,0,6
"D05-MIA1-FA11",2011-10-27,0,12
"D05-MIA1-FA11",2011-10-28,0,10
"D05-MIA1-FA11",2011-10-29,0,8
"D05-MIA1-FA11",2011-10-30,0,0
"D05-MIA1-FA11",2011-10-31,0,13
"D05-MIA1-FA11",2011-11-01,0,10
"D05-MIA1-FA11",2011-11-02,0,7
"D05-MIA1-FA11",2011-11-03,0,3
"D05-MIA1-FA11",2011-11-04,0,21
"D05-MIA1-FA11",2011-11-05,2,6
"D05-MIA1-FA11",2011-11-06,0,1
"D05-MIA1-FA11",2011-11-07,0,2
"D05-MIA1-FA11",2011-11-08,0,0
"D05-MIA1-FA11",2011-11-09,0,19
"D05-MIA1-FA11",2011-11-10,0,28
"D05-MIA1-FA11",2011-11-11,0,5
"D05-MIA1-FA11",2011-11-12,0,7
"D05-MIA1-FA11",2011-11-13,0,4
"D05-MIA1-FA11",2011-11-14,0,9
"D05-MIA1-FA11",2011-11-15,0,9
"D05-MIA1-FA12",2012-10-02,0,0
"D05-MIA1-FA12",2012-10-10,0,1
"D05-MIA1-FA12",2012-10-11,0,3
"D05-MIA1-FA12",2012-10-12,0,2
"D05-MIA1-FA12",2012-10-13,0,5
"D05-MIA1-FA12",2012-10-14,0,4
"D05-MIA1-FA12",2012-10-15,0,5
"D05-MIA1-FA12",2012-10-16,0,2
"D05-MIA1-FA12",2012-10-17,0,2
"D05-MIA1-FA12",2012-10-18,0,0
"D05-MIA1-FA12",2012-10-19,0,3
"D05-MIA1-FA12",2012-10-21,0,2
"D05-MIA1-FA12",2012-10-22,0,5
"D05-MIA1-FA12",2012-10-23,0,3
"D05-MIA1-FA12",2012-10-24,0,7
"D05-MIA1-FA12",2012-10-25,0,1
"D05-MIA1-FA12",2012-10-26,0,9
"D05-MIA1-FA12",2012-10-27,0,7
"D05-MIA1-FA12",2012-10-28,0,4
"D05-MIA1-FA12",2012-10-29,0,1
"D05-MIA1-FA12",2012-10-30,0,1
"D05-MIA1-FA12",2012-10-31,0,5
"D05-MIA1-FA12",2012-11-01,0,8
"D05-MIA1-FA12",2012-11-02,0,6
"D05-MIA1-FA12",2012-11-03,0,3
"D05-MIA1-FA12",2012-11-04,0,5
"D05-MIA1-FA12",2012-11-05,0,11
"D05-MIA1-FA12",2012-11-06,0,0
"D05-MIA1-SP10",2010-05-06,0,5
"D05-MIA1-SP10",2010-05-07,0,2
"D05-MIA1-SP10",2010-05-08,0,5
"D05-MIA1-SP10",2010-05-09,0,12
"D05-MIA1-SP10",2010-05-10,0,1
"D05-MIA1-SP10",2010-05-11,0,2
"D05-MIA1-SP10",2010-05-12,0,7
"D05-MIA1-SP10",2010-05-13,0,6
"D05-MIA1-SP10",2010-05-14,0,2
"D05-MIA1-SP10",2010-05-15,0,2
"D05-MIA1-SP10",2010-05-16,0,5
"D05-MIA1-SP10",2010-05-17,0,7
"D05-MIA1-SP10",2010-05-18,0,7
"D05-MIA1-SP10",2010-05-19,0,4
"D05-MIA1-SP10",2010-05-20,0,3
"D05-MIA1-SP10",2010-05-21,0,6
"D05-MIA1-SP10",2010-05-22,0,0
"D05-MIA1-SP10",2010-05-23,0,6
"D05-MIA1-SP10",2010-05-24,0,2
"D05-MIA1-SP10",2010-05-25,0,1
"D05-MIA1-SP10",2010-05-27,0,5
"D05-MIA1-SP10",2010-05-28,0,2
"D05-MIA1-SP10",2010-05-29,0,2
"D05-MIA1-SP10",2010-05-30,0,1
"D05-MIA1-SP10",2010-05-31,0,1
"D05-MIA1-SP10",2010-06-01,0,2
"D05-MIA1-SP10",2010-06-02,0,1
"D05-MIA1-SP10",2010-06-04,0,0
"D05-MIA1-SP10",2010-06-05,0,1
"D05-MIA1-SP10",2010-06-06,0,3
"D05-MIA1-SP10",2010-06-07,0,3
"D05-MIA1-SP10",2010-06-08,0,8
"D05-MIA1-SP11",2011-05-02,0,1
"D05-MIA1-SP11",2011-05-03,0,9
"D05-MIA1-SP12",2012-04-18,0,4
"D05-MIA1-SP12",2012-04-19,1,14
"D05-MIA1-SP12",2012-04-20,0,7
"D05-MIA1-SP12",2012-04-21,0,14
"D05-MIA1-SP12",2012-04-22,0,11
"D05-MIA1-SP12",2012-04-23,0,18
"D05-MIA1-SP12",2012-04-24,2,11
"D05-MIA1-SP12",2012-04-25,0,10
"D05-MIA1-SP12",2012-04-26,0,4
"D05-MIA1-SP12",2012-04-27,1,16
"D05-MIA1-SP12",2012-04-28,0,12
"D05-MIA1-SP12",2012-04-29,0,14
"D05-MIA1-SP12",2012-04-30,0,7
"D05-MIA1-SP12",2012-05-01,0,4
"D05-MIA1-SP12",2012-05-02,0,2
"D05-MIA1-SP13",2013-04-09,0,0
"D05-MIA1-SP13",2013-04-10,0,0
"D05-MIA1-SP13",2013-04-11,0,4
"D05-MIA1-SP13",2013-04-12,0,6
"D05-MIA1-SP13",2013-04-13,0,0
"D05-MIA1-SP13",2013-04-14,2,5
"D05-MIA1-SP13",2013-04-15,0,6
"D05-MIA1-SP13",2013-04-16,0,7
"D05-MIA1-SP13",2013-04-17,0,0
"D05-MIA1-SP13",2013-04-18,0,0
"D05-MIA1-SP13",2013-04-19,0,8
"D05-MIA1-SP13",2013-04-20,0,7
"D05-MIA1-SP13",2013-04-21,0,1
"D05-MIA1-SP13",2013-04-22,0,0
"D05-MIA1-SP13",2013-04-23,0,0
"D05-MIA1-SP13",2013-04-24,0,0
"D05-MIA1-SP13",2013-04-25,0,2
"D05-MIA1-SP13",2013-04-26,0,6
"D05-MIA1-SP13",2013-04-27,0,0
"D05-MIA1-SP13",2013-04-28,0,1
"D05-MIA1-SP13",2013-04-29,0,0
"D05-MIA1-SP13",2013-04-30,0,1
"D05-MIA1-SP13",2013-05-01,0,1
"D05-MIA1-SP13",2013-05-02,0,0
"D05-MIA1-SP13",2013-05-03,0,1
"D05-MIA1-SP13",2013-05-04,0,4
"D05-MIA1-SP13",2013-05-05,0,1
"D05-MIA1-SP13",2013-05-06,0,0
"D05-MIA1-SU10",2010-07-14,0,0
"D05-MIA1-SU10",2010-07-15,0,5
"D05-MIA1-SU10",2010-07-16,0,3
"D05-MIA1-SU10",2010-07-17,0,2
"D05-MIA1-SU10",2010-07-18,0,2
"D05-MIA1-SU10",2010-07-19,0,3
"D05-MIA1-SU10",2010-07-20,0,3
"D05-MIA1-SU10",2010-07-21,0,1
"D05-MIA1-SU10",2010-07-23,0,1
"D05-MIA1-SU10",2010-07-24,0,1
"D05-MIA1-SU10",2010-07-25,0,0
"D05-MIA1-SU10",2010-07-26,0,4
"D05-MIA1-SU10",2010-07-27,0,1
"D05-MIA1-SU10",2010-07-28,0,1
"D05-MIA1-SU10",2010-07-29,1,3
"D05-MIA1-SU10",2010-07-30,0,2
"D05-MIA1-SU10",2010-07-31,0,1
"D05-MIA1-SU10",2010-08-01,0,2
"D05-MIA1-SU10",2010-08-03,0,1
"D05-MIA1-SU10",2010-08-05,0,3
"D05-MIA1-SU10",2010-08-06,0,2
"D05-MIA1-SU10",2010-08-07,0,4
"D05-MIA1-SU10",2010-08-08,0,1
"D05-MIA1-SU11",2011-07-12,0,1
"D05-MIA1-SU11",2011-07-13,0,8
"D05-MIA1-SU11",2011-07-14,0,3
"D05-MIA1-SU11",2011-07-15,0,6
"D05-MIA1-SU11",2011-07-16,0,7
"D05-MIA1-SU11",2011-07-17,0,1
"D05-MIA1-SU11",2011-07-18,0,5
"D05-MIA1-SU11",2011-07-19,0,1
"D05-MIA1-SU11",2011-07-21,0,1
"D05-MIA1-SU11",2011-07-22,0,4
"D05-MIA1-SU11",2011-07-23,0,2
"D05-MIA1-SU11",2011-07-24,0,3
"D05-MIA1-SU11",2011-07-25,0,1
"D05-MIA1-SU11",2011-07-26,0,1
"D05-MIA1-SU11",2011-07-27,0,6
"D05-MIA1-SU11",2011-07-28,0,1
"D05-MIA1-SU11",2011-07-29,0,4
"D05-MIA1-SU11",2011-07-30,0,0
"D05-MIA1-SU11",2011-07-31,0,1
"D05-MIA1-SU11",2011-08-01,0,1
"D05-MIA1-SU11",2011-08-03,0,2
"D05-MIA1-SU11",2011-08-04,0,5
"D05-MIA1-SU11",2011-08-05,0,0
"D05-MIA1-SU11",2011-08-06,0,1
"D05-MIA1-SU11",2011-08-07,0,1
"D05-MIA1-SU11",2011-08-09,0,1
"D05-MIA1-SU11",2011-08-10,0,2
"D05-MIA1-SU12",2012-07-13,0,2
"D05-MIA1-SU12",2012-07-14,0,3
"D05-MIA1-SU12",2012-07-15,0,1
"D05-MIA1-SU12",2012-07-16,0,2
"D05-MIA1-SU12",2012-07-17,0,1
"D05-MIA1-SU12",2012-07-18,0,1
"D05-MIA1-SU12",2012-07-19,0,1
"D05-MIA1-SU12",2012-07-20,0,2
"D05-MIA1-SU12",2012-07-21,0,6
"D05-MIA1-SU12",2012-07-22,0,6
"D05-MIA1-SU12",2012-07-23,0,6
"D05-MIA1-SU12",2012-07-24,0,4
"D05-MIA1-SU12",2012-07-25,0,3
"D05-MIA1-SU12",2012-07-26,0,6
"D05-MIA1-SU12",2012-07-27,0,2
"D05-MIA1-SU12",2012-07-28,0,4
"D05-MIA1-SU12",2012-07-29,0,3
"D05-MIA1-SU12",2012-07-30,0,2
"D05-MIA1-SU12",2012-07-31,0,0
"D05-MIA1-SU12",2012-08-01,0,2
"D05-MIA1-SU12",2012-08-02,0,1
"D05-MIA1-SU12",2012-08-03,0,1
"D05-MIA1-SU12",2012-08-04,0,1
"D05-MIA1-SU12",2012-08-05,0,0
"D05-MIA1-SU12",2012-08-06,0,1
"D05-MIA1-WI11",2011-01-29,0,5
"D05-MIA1-WI11",2011-02-02,0,1
"D05-MIA1-WI11",2011-02-07,0,1
"D05-MIA1-WI11",2011-02-09,0,0
"D05-MIA1-WI11",2011-02-14,0,1
"D05-MIA1-WI11",2011-02-15,0,1
"D05-MIA1-WI11",2011-02-20,0,0
"D05-MIA1-WI11",2011-02-21,0,6
"D05-MIA1-WI11",2011-02-23,0,0
"D05-MIA1-WI12",2012-01-24,0,19
"D05-MIA1-WI12",2012-01-25,0,11
"D05-MIA1-WI12",2012-02-06,0,31
"D05-MIA1-WI12",2012-02-07,0,17
"D05-MIA1-WI13",2013-01-14,0,3
"D05-MIA1-WI13",2013-01-15,0,9
"D05-MIA1-WI13",2013-01-16,3,4
"D05-MIA1-WI13",2013-01-17,0,6
"D05-MIA1-WI13",2013-01-18,0,1
"D05-MIA1-WI13",2013-01-28,0,2
"D05-MIA1-WI13",2013-01-29,0,16
"D05-MIA1-WI13",2013-01-30,0,0
"D05-MIA1-WI13",2013-01-31,0,0
"D05-MIA1-WI13",2013-02-01,0,0
"D05-PRC1-FA10",2010-10-21,0,27
"D05-PRC1-FA10",2010-10-22,0,4
"D05-PRC1-FA10",2010-10-23,0,17
"D05-PRC1-FA10",2010-10-24,0,17
"D05-PRC1-FA10",2010-10-25,0,15
"D05-PRC1-FA10",2010-10-26,0,22
"D05-PRC1-FA10",2010-10-27,0,3
"D05-PRC1-FA10",2010-11-03,0,5
"D05-PRC1-FA10",2010-11-04,0,22
"D05-PRC1-FA11",2011-10-04,0,0
"D05-PRC1-FA11",2011-10-05,2,5
"D05-PRC1-FA11",2011-10-07,0,1
"D05-PRC1-FA11",2011-10-08,0,1
"D05-PRC1-FA11",2011-10-10,0,0
"D05-PRC1-FA11",2011-10-12,0,1
"D05-PRC1-FA11",2011-10-13,0,1
"D05-PRC1-FA11",2011-10-14,0,0
"D05-PRC1-FA11",2011-10-15,0,0
"D05-PRC1-FA11",2011-10-16,0,1
"D05-PRC1-FA11",2011-10-17,0,0
"D05-PRC1-FA11",2011-10-18,0,1
"D05-PRC1-FA11",2011-10-19,1,1
"D05-PRC1-FA11",2011-10-20,0,0
"D05-PRC1-FA11",2011-10-22,0,2
"D05-PRC1-FA11",2011-10-23,0,2
"D05-PRC1-FA11",2011-10-24,0,3
"D05-PRC1-FA11",2011-10-25,3,5
"D05-PRC1-FA11",2011-10-26,3,4
"D05-PRC1-FA11",2011-10-27,0,2
"D05-PRC1-FA11",2011-10-28,0,3
"D05-PRC1-FA11",2011-10-29,0,4
"D05-PRC1-FA11",2011-10-30,0,1
"D05-PRC1-FA11",2011-10-31,2,7
"D05-PRC1-FA11",2011-11-01,0,2
"D05-PRC1-FA11",2011-11-02,0,1
"D05-PRC1-FA11",2011-11-04,1,3
"D05-PRC1-FA11",2011-11-05,0,1
"D05-PRC1-FA11",2011-11-06,0,2
"D05-PRC1-FA11",2011-11-07,2,2
"D05-PRC1-FA11",2011-11-09,0,1
"D05-PRC1-FA11",2011-11-10,0,2
"D05-PRC1-FA11",2011-11-12,0,0
"D05-PRC1-FA12",1937-10-12,0,1
"D05-PRC1-FA12",2011-10-26,0,0
"D05-PRC1-FA12",2012-10-10,0,6
"D05-PRC1-FA12",2012-10-11,0,4
"D05-PRC1-FA12",2012-10-12,0,5
"D05-PRC1-FA12",2012-10-13,0,6
"D05-PRC1-FA12",2012-10-14,1,4
"D05-PRC1-FA12",2012-10-15,0,4
"D05-PRC1-FA12",2012-10-16,0,2
"D05-PRC1-FA12",2012-10-17,0,6
"D05-PRC1-FA12",2012-10-18,0,0
"D05-PRC1-FA12",2012-10-19,0,3
"D05-PRC1-FA12",2012-10-20,0,7
"D05-PRC1-FA12",2012-10-21,0,2
"D05-PRC1-FA12",2012-10-22,0,1
"D05-PRC1-FA12",2012-10-23,0,1
"D05-PRC1-FA12",2012-10-24,0,3
"D05-PRC1-FA12",2012-10-25,1,4
"D05-PRC1-FA12",2012-10-26,0,0
"D05-PRC1-FA12",2012-10-27,0,0
"D05-PRC1-FA12",2012-10-28,0,1
"D05-PRC1-FA12",2012-10-29,0,0
"D05-PRC1-FA12",2012-10-30,0,1
"D05-PRC1-FA12",2012-10-31,0,0
"D05-PRC1-FA12",2012-11-01,0,1
"D05-PRC1-FA12",2012-11-02,0,2
"D05-PRC1-FA12",2012-11-03,0,2
"D05-PRC1-FA12",2012-11-04,0,8
"D05-PRC1-FA12",2012-11-05,0,7
"D05-PRC1-FA12",2012-11-06,0,0
"D05-PRC1-FA14",2014-10-05,1,1
"D05-PRC1-FA14",2014-10-15,0,0
"D05-PRC1-FA14",2014-10-26,0,0
"D05-PRC1-SP10",2010-05-18,0,0
"D05-PRC1-SP10",2010-05-19,0,0
"D05-PRC1-SP10",2010-05-23,0,0
"D05-PRC1-SP10",2010-05-26,0,1
"D05-PRC1-SP10",2010-05-28,0,1
"D05-PRC1-SP10",2010-05-29,0,2
"D05-PRC1-SP10",2010-06-02,0,0
"D05-PRC1-SP10",2010-06-03,0,0
"D05-PRC1-SP10",2010-06-05,0,0
"D05-PRC1-SP10",2010-06-07,0,0
"D05-PRC1-SP11",2011-04-18,0,2
"D05-PRC1-SP11",2011-04-19,0,1
"D05-PRC1-SP11",2011-05-03,0,0
"D05-PRC1-SP12",2012-04-04,0,0
"D05-PRC1-SP12",2012-04-18,0,0
"D05-PRC1-SP12",2012-04-19,0,0
"D05-PRC1-SP12",2012-04-20,0,3
"D05-PRC1-SP12",2012-04-21,0,12
"D05-PRC1-SP12",2012-04-22,1,10
"D05-PRC1-SP12",2012-04-23,0,4
"D05-PRC1-SP12",2012-04-24,0,1
"D05-PRC1-SP12",2012-04-25,0,4
"D05-PRC1-SP12",2012-04-26,0,7
"D05-PRC1-SP12",2012-04-27,1,12
"D05-PRC1-SP12",2012-04-28,1,5
"D05-PRC1-SP12",2012-04-29,0,1
"D05-PRC1-SP12",2012-04-30,0,2
"D05-PRC1-SP12",2012-05-01,0,4
"D05-PRC1-SP12",2012-05-02,0,5
"D05-PRC1-SP12",2012-05-03,0,4
"D05-PRC1-SP12",2012-05-04,0,1
"D05-PRC1-SP12",2012-05-05,2,7
"D05-PRC1-SP12",2012-05-06,1,5
"D05-PRC1-SP12",2012-05-07,0,0
"D05-PRC1-SP12",2012-05-08,0,3
"D05-PRC1-SP12",2012-05-09,0,3
"D05-PRC1-SP12",2012-05-10,0,3
"D05-PRC1-SP12",2012-05-11,0,1
"D05-PRC1-SP12",2012-05-12,0,8
"D05-PRC1-SP12",2012-05-13,1,9
"D05-PRC1-SP12",2012-05-14,0,0
"D05-PRC1-SP12",2012-05-15,0,3
"D05-PRC1-SP13",2013-04-09,0,0
"D05-PRC1-SP13",2013-04-10,0,0
"D05-PRC1-SP13",2013-04-11,0,2
"D05-PRC1-SP13",2013-04-12,0,1
"D05-PRC1-SP13",2013-04-13,0,0
"D05-PRC1-SP13",2013-04-14,0,1
"D05-PRC1-SP13",2013-04-16,0,1
"D05-PRC1-SP13",2013-04-17,0,0
"D05-PRC1-SP13",2013-04-18,0,0
"D05-PRC1-SP13",2013-04-19,0,0
"D05-PRC1-SP13",2013-04-20,0,0
"D05-PRC1-SP13",2013-04-21,0,0
"D05-PRC1-SP13",2013-04-22,0,0
"D05-PRC1-SP13",2013-04-23,0,0
"D05-PRC1-SP13",2013-04-24,0,0
"D05-PRC1-SP13",2013-04-25,0,1
"D05-PRC1-SP13",2013-04-26,0,0
"D05-PRC1-SP13",2013-04-27,0,1
"D05-PRC1-SP13",2013-04-28,1,2
"D05-PRC1-SP13",2013-04-29,0,1
"D05-PRC1-SP13",2013-04-30,0,1
"D05-PRC1-SP13",2013-05-02,0,0
"D05-PRC1-SP13",2013-05-04,0,3
"D05-PRC1-SP13",2013-05-05,0,1
"D05-PRC1-SP13",2013-05-06,0,0
"D05-PRC1-SU10",2010-07-13,3,3
"D05-PRC1-SU10",2010-07-14,1,1
"D05-PRC1-SU10",2010-07-16,1,3
"D05-PRC1-SU10",2010-07-19,0,1
"D05-PRC1-SU10",2010-07-22,0,1
"D05-PRC1-SU10",2010-07-24,1,1
"D05-PRC1-SU10",2010-07-25,0,0
"D05-PRC1-SU10",2010-07-26,0,1
"D05-PRC1-SU10",2010-07-27,0,0
